bufferType,rngType,function,bufferSize,prodConsCount,putTakeChunk,meanTime
TWOCOND,SECURERANDOM,put,100,10,78,139974.0
TWOCOND,SECURERANDOM,put,100,10,79,141510.0
TWOCOND,SECURERANDOM,put,100,10,80,144429.0
TWOCOND,SECURERANDOM,put,100,10,81,147121.0
TWOCOND,SECURERANDOM,put,100,10,82,147631.0
TWOCOND,SECURERANDOM,put,100,10,83,150219.0
TWOCOND,SECURERANDOM,put,100,10,84,152753.0
TWOCOND,SECURERANDOM,put,100,10,85,154700.0
TWOCOND,SECURERANDOM,put,100,10,86,157540.0
TWOCOND,SECURERANDOM,put,100,10,87,157986.0
TWOCOND,SECURERANDOM,put,100,10,88,161009.0
TWOCOND,SECURERANDOM,put,100,10,89,163254.0
TWOCOND,SECURERANDOM,put,100,10,90,165086.0
TWOCOND,SECURERANDOM,put,100,10,91,168613.0
TWOCOND,SECURERANDOM,put,100,10,92,168578.0
TWOCOND,SECURERANDOM,put,100,10,93,171872.0
TWOCOND,SECURERANDOM,put,100,10,94,171353.0
TWOCOND,SECURERANDOM,put,100,10,95,174641.0
TWOCOND,SECURERANDOM,put,100,10,96,176267.0
TWOCOND,SECURERANDOM,put,100,10,97,176866.0
TWOCOND,SECURERANDOM,put,100,10,98,181308.0
TWOCOND,SECURERANDOM,put,100,10,99,183842.0
THREELOCKS,RANDOMRANDOM,take,100,10,1,36494.0
THREELOCKS,RANDOMRANDOM,take,100,10,2,36188.0
THREELOCKS,RANDOMRANDOM,take,100,10,3,35326.0
THREELOCKS,RANDOMRANDOM,take,100,10,4,36313.0
THREELOCKS,RANDOMRANDOM,take,100,10,5,36060.0
THREELOCKS,RANDOMRANDOM,take,100,10,6,35881.0
THREELOCKS,RANDOMRANDOM,take,100,10,7,36104.0
THREELOCKS,RANDOMRANDOM,take,100,10,8,36241.0
THREELOCKS,RANDOMRANDOM,take,100,10,9,35696.0
THREELOCKS,RANDOMRANDOM,take,100,10,10,36571.0
THREELOCKS,RANDOMRANDOM,take,100,10,11,36222.0
THREELOCKS,RANDOMRANDOM,take,100,10,12,35869.0
THREELOCKS,RANDOMRANDOM,take,100,10,13,36407.0
THREELOCKS,RANDOMRANDOM,take,100,10,14,36356.0
THREELOCKS,RANDOMRANDOM,take,100,10,15,36565.0
THREELOCKS,RANDOMRANDOM,take,100,10,16,36077.0
THREELOCKS,RANDOMRANDOM,take,100,10,17,37332.0
THREELOCKS,RANDOMRANDOM,take,100,10,18,36982.0
THREELOCKS,RANDOMRANDOM,take,100,10,19,36817.0
THREELOCKS,RANDOMRANDOM,take,100,10,20,38241.0
THREELOCKS,RANDOMRANDOM,take,100,10,21,37122.0
THREELOCKS,RANDOMRANDOM,take,100,10,22,37560.0
THREELOCKS,RANDOMRANDOM,take,100,10,23,37982.0
THREELOCKS,RANDOMRANDOM,take,100,10,24,37848.0
THREELOCKS,RANDOMRANDOM,take,100,10,25,37249.0
THREELOCKS,RANDOMRANDOM,take,100,10,26,37180.0
THREELOCKS,RANDOMRANDOM,take,100,10,27,36585.0
THREELOCKS,RANDOMRANDOM,take,100,10,28,37474.0
THREELOCKS,RANDOMRANDOM,take,100,10,29,37555.0
THREELOCKS,RANDOMRANDOM,take,100,10,30,37580.0
THREELOCKS,RANDOMRANDOM,take,100,10,31,38179.0
THREELOCKS,RANDOMRANDOM,take,100,10,32,37554.0
THREELOCKS,RANDOMRANDOM,take,100,10,33,37574.0
THREELOCKS,RANDOMRANDOM,take,100,10,34,38311.0
THREELOCKS,RANDOMRANDOM,take,100,10,35,37755.0
THREELOCKS,RANDOMRANDOM,take,100,10,36,37868.0
THREELOCKS,RANDOMRANDOM,take,100,10,37,37620.0
THREELOCKS,RANDOMRANDOM,take,100,10,38,38526.0
THREELOCKS,RANDOMRANDOM,take,100,10,39,39079.0
THREELOCKS,RANDOMRANDOM,take,100,10,40,38327.0
THREELOCKS,RANDOMRANDOM,take,100,10,41,38254.0
THREELOCKS,RANDOMRANDOM,take,100,10,42,39405.0
THREELOCKS,RANDOMRANDOM,take,100,10,43,38018.0
THREELOCKS,RANDOMRANDOM,take,100,10,44,38410.0
THREELOCKS,RANDOMRANDOM,take,100,10,45,38966.0
THREELOCKS,RANDOMRANDOM,take,100,10,46,38284.0
THREELOCKS,RANDOMRANDOM,take,100,10,47,38665.0
THREELOCKS,RANDOMRANDOM,take,100,10,48,38457.0
THREELOCKS,RANDOMRANDOM,take,100,10,49,38325.0
THREELOCKS,RANDOMRANDOM,take,100,10,50,38571.0
THREELOCKS,RANDOMRANDOM,take,100,10,51,38586.0
THREELOCKS,RANDOMRANDOM,take,100,10,52,38137.0
THREELOCKS,RANDOMRANDOM,take,100,10,53,40503.0
THREELOCKS,RANDOMRANDOM,take,100,10,54,38702.0
THREELOCKS,RANDOMRANDOM,take,100,10,55,39394.0
THREELOCKS,RANDOMRANDOM,take,100,10,56,40545.0
THREELOCKS,RANDOMRANDOM,take,100,10,57,38654.0
THREELOCKS,RANDOMRANDOM,take,100,10,58,39497.0
THREELOCKS,RANDOMRANDOM,take,100,10,59,40503.0
THREELOCKS,RANDOMRANDOM,take,100,10,60,38940.0
